Date,TSM,ACV,LCB,LCV,LCG,MCB,MCV,MCG,SCB,SCV,SCG
1926-07-01,3.30087169468655000,1.79392142298815000,3.59192499025160000,1.83187627677269000,5.96684078438404000,1.79946573297573000,0.70551624605792900,2.96666764511213000,1.62947448938423000,1.90265998393479000,1.38431263951542000
1926-08-01,2.89799265268232000,3.14773995813210000,2.92562277126993000,3.06396968571766000,2.74610109191518000,2.12549535235797000,2.51915908802751000,1.71308971729058000,2.81709767890074000,3.58202670229526000,2.09721007653837000
1926-09-01,0.49914425189738500,-0.01895020088128560,0.69388116372533500,0.01071744840743960,1.57783270201804000,0.01706633781008600,-0.14570957067670800,0.18693830035496100,-0.57697898529628200,0.01370965395890190,-1.11694626948479000
1926-10-01,-2.99239653153027000,-2.55114062100044000,-2.98597048660724000,-2.46340025467843000,-3.65058299507747000,-3.02505309891144000,-2.92593991453149000,-3.12828037266871000,-3.02770714640002000,-3.37578729406517000,-2.70469150505696000
1926-11-01,3.02375815431953000,2.96037717352315000,2.99107699159174000,2.78639296063029000,3.25464606972108000,3.85352969205755000,3.79731609924940000,3.91227346362603000,3.67401437023855000,4.76761106600244000,2.66544492544989000
1926-12-01,2.73549395117128000,2.67286184045066000,2.91218583671339000,2.75989007546046000,3.10823858211604000,3.22011317279513000,3.47462879315738000,2.95474502313035000,1.26235536593478000,1.73759930744548000,0.81370792383947300
1927-01-01,0.22526671937871200,0.58437087959756900,0.01583626897542780,0.34947632103929000,-0.41157045507143700,0.83197550843837000,0.74343594177339400,0.92492556282963300,1.68221319496374000,1.93543044749163000,1.43982997105123000
1927-02-01,4.54194986911327000,4.20170020860062000,4.28854431518001000,3.76540469115126000,4.96378744729015000,4.73808304305751000,4.45680900701517000,5.03282508497128000,6.21881105724228000,7.67389765634536000,4.82163997736781000
1927-03-01,0.35698491290585500,-0.24119539480193800,0.56528635411717500,-0.01690321290203380,1.30879602942175000,-1.63962180879786000,-1.91692721874087000,-1.35098457402715000,-0.91736203572911000,-2.07330922288783000,0.22236768033442800
1927-04-01,0.87425684041592700,-0.69513525668117500,0.83372123658357000,-1.04048668761429000,3.18367320164680000,0.01845686034466590,-1.46118603716486000,1.51279848069304000,0.93216587785388200,1.65354775944835000,0.23669347478455500
1927-05-01,5.50221851609202000,5.57583849916131000,5.26140158790952000,5.17094941438437000,5.37027906141317000,5.86608344054571000,6.09110462135362000,5.64535786820329000,6.72583183019990000,7.84927900286472000,5.62678073647289000
1927-06-01,-2.01897407822310000,-2.89014140542653000,-2.16279345897018000,-3.10168051241334000,-1.03280937123138000,-2.62561779095271000,-3.28211765046263000,-1.97870654297632000,-1.03769588441814000,-0.96114584571198100,-1.11419838390182000
1927-07-01,7.91197646894596000,6.74229996531046000,8.24760880567744000,6.95767018966775000,9.30834979625991000,6.58923579762505000,6.43470957303509000,6.72759405911564000,5.80426779422569000,5.34560508876336000,6.23402992395343000
1927-08-01,2.24477052943027000,0.36423065287098000,2.58111768077253000,0.64258025362921500,4.13951208963364000,1.90518438460205000,-0.41620825715289300,3.99144094379053000,-0.09796012667294150,-1.76191172671893000,1.44603490996181000
1927-09-01,4.89337748543434000,4.58364979988795000,5.07715794742660000,4.69403929302024000,5.37438237668205000,4.10269525990377000,5.26767999067064000,3.09219127439161000,4.13140920611009000,4.57188067430088000,3.73647802795765000
1927-10-01,-4.07536979605238000,-4.92480025107576000,-4.26824281066438000,-4.88508592442296000,-3.79273600316785000,-3.56868495358658000,-5.39015390120759000,-1.94909883403221000,-2.63527597574367000,-5.15266113773642000,-0.35614306411316700
1927-11-01,7.02528290472509000,6.66904511894898000,6.80360464506714000,6.48214049798470000,7.05209368388533000,8.21495626663527000,7.81238834383559000,8.55767567198451000,7.82984280595058000,7.41991074310955000,8.18563506062377000
1927-12-01,2.38397267686010000,2.00420978115643000,2.22495724762782000,1.73564464371069000,2.60169740143004000,4.23308406081655000,3.39774437234028000,4.93572018645751000,3.55875252081246000,3.93238924050888000,3.23670405093758000
